propertyzip	squarefeet	latitude	longitude	altitude (m)	noofstories	improvementmarketvalue	totalmarketvalue	marketvalueyear
77550	5097	29.289528	-94.806008	3.2	1	194430	213500	2018
77550	4182	29.28547	-94.804684	1.5	1	88380	104970	2018
77551	5445	29.28783	-94.820726	1.5	1	139940	161470	2018
77554	7405	29.142794	-95.051231	3.3	1	166740	308010	2018
77554	6795	29.207929	-94.935008	0.4	1	323610	350650	2018
77554	6578	29.19491	-94.980281	2.1	1	232250	371290	2018
77551	1960	29.283517	-94.815978	1.8	1	38860	51240	2018
77551	4008	29.283889	-94.819118	2.9	1	116060	132560	2018
77551	8625	29.268326	-94.837374	2.9	1	251150	290520	2018
77550	2788	29.281448	-94.811986	1.5	1	68520	78970	2018
77550	1917	29.281888	-94.80425	2.1	1	80730	87970	2018
77554	4443	29.109017	-95.089337	1.4	1	188510	278260	2018
77554	6882	29.18216	-94.975778	4.3	1	147560	168000	2018
77550	5140	29.283984	-94.81103	3.4	1	129520	148600	2018
77554	5968	29.141695	-95.04253	4.2	1	70160	97250	2018
77551	2962	29.279109	-94.825668	4.2	1	128600	139100	2018
77554	58065	29.263267	-94.875327	1.5	1	204760	280250	2018
77554	5968	29.139631	-95.04096	1.5	1	225370	336370	2018
77550	21170	29.29785	-94.810115	1.5	1	167610	183410	2018
77554	8059	29.189161	-94.979926	1.5	1	164170	218160	2018
77551	7318	29.275894	-94.815051	1.4	1	229570	270980	2018
77550	2570	29.288661	-94.800916	2.3	1	109620	119200	2018
77550	3267	29.281388	-94.806485	4.2	1	57980	70250	2018
77551	5968	29.29023	-94.821676	2.2	1	142250	167000	2018
77551	2570	29.278609	-94.826742	2.9	1	65550	76230	2018
77551	6578	29.260878	-94.843822	3	1	181900	209780	2018
77551	6186	29.270936	-94.834027	3	1	96550	114530	2018
77554	9004	29.185128	-94.973389	2.8	1	118590	145270	2018
77551	3093	29.279583	-94.828453	1.3	1	61250	65560	2018
77551	5968	29.290348	-94.821225	2.6	1	143120	167870	2018
77550	6098	29.314114	-94.767548	1.5	1	169100	189270	2018
77551	2483	29.291989	-94.818838	2.4	1	45450	55770	2018
77550	5140	29.282545	-94.809294	1.7	1	119430	138510	2018
77550	3419	29.29555	-94.788917	1.5	1	180790	191560	2018
77554	5750	29.294145	-94.862427	3.5	1	118850	138980	2018
77550	4792	29.280008	-94.81174	4.2	1	98350	116170	2018
77550	12894	29.297514	-94.818304	2.8	1	92210	118130	2018
77551	6273	29.285307	-94.824518	2.2	1	116610	143130	2018
77551	6142	29.275881	-94.827815	1.6	1	130990	139480	2018
77550	6578	29.295534	-94.805729	0.4	1	78840	102870	2018
77551	2962	29.280052	-94.813975	0.1	1	80170	91310	2018
77551	5968	29.281337	-94.815986	2.9	1	157180	181930	2018
77554	6229	29.143954	-95.043707	1.5	1	106630	134940	2018
77551	5968	29.28445	-94.824342	1.5	1	238860	259860	2018
77554	5968	29.205675	-94.936487	2.5	1	179820	242070	2018
77551	1133	29.289617	-94.825526	0	1	44750	48780	2018
77551	7667	29.261388	-94.843763	1.5	1	156470	184850	2018
77554	4704	29.13755	-95.049571	2.8	1	173620	263830	2018
77550	9060	29.315151	-94.769455	3.6	1	97710	137950	2018
77554	11195	29.185861	-94.97815	2.6	1	303280	336460	2018
77554	8059	29.190202	-94.978231	2.8	1	168500	192500	2018
77554	7623	29.213757	-94.946248	0.3	1	212240	281140	2018
77551	5445	29.289051	-94.819997	4	1	134680	156210	2018
77554	5924	29.195975	-94.986616	1.5	1	259370	405000	2018
77554	18687	29.127162	-95.072056	1.5	1	142830	175500	2018
77551	10411	29.276599	-94.83612	1.5	1	225150	257260	2018
77550	1133	29.295471	-94.795154	2.7	1	29270	33640	2018
77550	5097	29.287806	-94.804178	1.2	1	117860	136930	2018
77550	5140	29.281911	-94.811707	2.3	1	119520	138680	2018
77550	6011	29.295949	-94.800012	4.7	1	104980	138730	2018
77550	4879	29.295631	-94.797402	2.5	1	61320	76710	2018
77554	9496	29.284426	-94.871833	1.5	1	453680	509910	2018
77550	1960	29.288704	-94.794634	1.5	1	86900	94260	2018
77554	17772	29.183786	-94.971677	1.7	1	135800	188580	2018
77550	2526	29.304912	-94.779067	3.4	1	120270	131260	2018
77550	5968	29.318127	-94.771737	3	1	124440	150680	2018
77550	2526	29.297161	-94.806855	1.9	1	18550	26630	2018
77550	2570	29.297579	-94.779508	1.1	1	166290	175850	2018
77551	7536	29.268074	-94.840676	3.4	1	189300	212740	2018
77554	6752	29.141021	-95.045938	1.5	1	296870	327540	2018
77551	27661	29.279487	-94.836983	1.5	1	226320	475000	2018
77554	5968	29.206771	-94.936642	1.7	1	252760	280960	2018
77554	5489	29.129897	-95.062182	2.2	1	227810	250800	2018
77551	4487	29.279891	-94.821488	2.8	1	103540	122100	2018
77550	6098	29.316766	-94.771269	4.1	1	126440	152870	2018
77554	4487	29.204739	-94.945308	3.4	1	187010	198940	2018
77551	4704	29.276807	-94.833858	1.5	1	87950	103540	2018
77554	8760	29.186414	-94.974824	1.3	1	262310	288260	2018
77550	3703	29.295069	-94.812989	1.7	1	42350	54070	2018
77550	5097	29.29602	-94.794646	1.5	1	82540	101620	2018
77550	6403	29.284332	-94.803035	2.8	1	168440	191960	2018
77554	6490	29.255078	-94.866116	1.5	1	159320	205150	2018
77550	3659	29.282451	-94.804796	2.7	1	147760	161500	2018
77551	4487	29.279803	-94.821432	1.7	1	73200	91760	2018
77554	13242	29.283978	-94.870136	2.6	1	235280	338510	2018
77550	50573	29.322451	-94.773506	3.7	1	295080	495750	2018
77550	1742	29.293073	-94.800579	3.3	1	38280	44670	2018
77550	7275	29.294628	-94.802197	1.5	1	94080	117010	2018
77554	7449	29.184181	-94.976805	3	1	73220	95330	2018
77554	9248	29.184484	-94.972771	1.5	1	109270	136670	2018
77554	5968	29.195834	-94.983349	1.4	1	160750	307600	2018
77550	5140	29.306338	-94.779378	4.7	1	243010	264980	2018
77551	9017	29.278888	-94.818092	1.1	1	147640	179140	2018
77550	5097	29.295299	-94.797272	2.2	1	65590	81780	2018
77551	5097	29.28331	-94.815268	4.3	1	91120	110190	2018
77550	5489	29.316004	-94.771415	1.5	1	94960	110840	2018
77550	5097	29.30317	-94.776086	1.5	1	48810	67880	2018
77551	6273	29.275412	-94.834308	1.5	1	56020	76220	2018
77554	11587	29.126068	-95.071133	2.8	1	146300	166560	2018
77550	10237	29.28439	-94.797124	1.5	1	132150	189980	2018
77554	4095	29.193938	-94.984867	0.3	1	156040	247490	2018
77551	2091	29.286713	-94.829512	1.5	1	34540	41800	2018
77550	6839	29.321338	-94.770731	1.5	1	130090	153700	2018
77550	6098	29.316952	-94.770559	1.8	1	111770	138200	2018
77554	6621	29.254334	-94.868446	1.8	1	174310	200720	2018
77550	1655	29.290041	-94.798263	3.1	1	98730	104940	2018
77554	6273	29.19643	-94.983455	2.4	1	178570	332760	2018
77551	8973	29.265523	-94.837869	1.2	1	240460	280000	2018
77554	6229	29.140488	-95.045521	2.7	1	148160	176470	2018
77551	5968	29.284469	-94.816922	2.7	1	80840	105590	2018
77554	6970	29.135108	-95.058485	3.1	1	247200	330960	2018
77554	15987	29.127254	-95.071348	4.4	1	87280	115280	2018
77550	5097	29.294674	-94.786808	1.7	1	151440	170510	2018
77551	5968	29.278878	-94.824859	3.9	1	107400	128400	2018
77550	5097	29.296027	-94.787275	1.3	1	127850	146920	2018
77550	5140	29.290035	-94.811713	3.9	1	69080	88160	2018
77551	5968	29.280646	-94.824231	0.8	1	92510	117260	2018
77550	6098	29.317138	-94.76985	2.6	1	78070	104500	2018
77551	6273	29.277453	-94.817885	2.7	1	101360	136750	2018
77554	6055	29.145367	-95.049751	1	1	129730	277720	2018
77551	6708	29.274441	-94.8405	1.5	1	81920	92320	2018
77550	2526	29.300781	-94.777323	2.9	1	112280	121810	2018
77554	6970	29.216435	-94.943922	2	1	239550	305000	2018
77551	5968	29.280628	-94.824301	2.2	1	134260	159010	2018
77551	6926	29.288346	-94.830481	3.9	1	98450	107630	2018
77554	4008	29.214412	-94.947819	1.5	1	107240	321180	2018
77554	8276	29.25418	-94.848831	2.5	1	83410	116590	2018
77554	6229	29.140613	-95.043652	2.8	1	123360	151670	2018
77550	1699	29.284571	-94.79685	2.6	1	106200	115760	2018
77550	4661	29.287352	-94.798048	1.4	1	83430	100890	2018
77550	5140	29.295079	-94.789244	2.3	1	81480	100620	2018
77550	7231	29.322898	-94.772566	2.2	1	224740	253050	2018
77550	5140	29.282525	-94.809857	3.4	1	97550	116630	2018
77551	4487	29.284165	-94.825405	2.9	1	168210	183960	2018
77550	6229	29.285516	-94.805049	1.2	1	126210	149140	2018
77550	5968	29.3184	-94.770691	2.7	1	126440	152680	2018
77554	22399	29.139666	-95.044099	2.7	1	143860	244990	2018
77554	6316	29.238572	-94.905582	3.4	1	33420	40780	2018
77550	5140	29.29783	-94.804551	1.2	1	44520	60710	2018
77550	5097	29.282899	-94.811919	0.9	1	83200	102270	2018
77550	5009	29.288823	-94.799812	2.9	1	208680	230650	2018
77550	1699	29.289101	-94.809586	0.3	1	63760	70120	2018
77554	8494	29.147581	-95.047325	1.3	1	88150	294990	2018
77551	6708	29.272345	-94.840057	2.8	1	82500	92900	2018
77550	2483	29.307636	-94.775981	1.4	1	98190	107430	2018
77554	12502	29.194753	-94.984283	3.3	1	246470	524600	2018
77551	7144	29.285588	-94.830901	0.4	1	149880	159270	2018
77554	6142	29.207333	-94.932596	2.2	1	187870	250140	2018
77551	5793	29.290749	-94.819692	1.6	1	101670	125600	2018
77551	1655	29.283408	-94.816371	3.5	1	68340	78420	2018
77550	8625	29.312534	-94.767815	3.1	1	217260	245770	2018
77551	2962	29.288081	-94.824306	1.5	1	202570	213070	2018
77554	19733	29.300439	-94.912668	3.7	1	276760	573400	2018
77550	2570	29.294353	-94.81571	2.8	1	43830	51960	2018
77551	7536	29.27274	-94.823304	1.5	1	136300	161150	2018
77551	12589	29.278883	-94.839048	1.5	1	203880	237600	2018
77551	6578	29.268106	-94.842743	1.5	1	182650	203110	2018
77550	5097	29.287367	-94.800279	3	1	111600	130670	2018
77550	5097	29.300297	-94.777736	1	1	133140	149320	2018
77551	5968	29.277378	-94.839184	1.6	1	139320	162720	2018
77551	6098	29.282539	-94.827753	2.8	1	93060	101640	2018
77551	7841	29.265	-94.849046	1.5	1	249730	283390	2018
77554	9004	29.185253	-94.973882	1.7	1	129900	156580	2018
77551	7536	29.272848	-94.822891	3.1	1	160390	185240	2018
77554	5968	29.140914	-95.040825	1.5	1	248350	292450	2018
77550	5097	29.302041	-94.778319	2.5	1	128380	147450	2018
77554	7449	29.184296	-94.97592	2.6	1	107890	130000	2018
77554	4400	29.203522	-94.943477	1.5	1	117210	133710	2018
77551	1742	29.284706	-94.818052	2.4	1	77780	85000	2018
77550	2570	29.286656	-94.797074	2.5	1	85350	94910	2018
77550	5097	29.303824	-94.787164	1.9	1	205540	227510	2018
77550	6839	29.315798	-94.768901	1.5	1	99965	137355	2018
77550	3659	29.305198	-94.785261	2.9	1	181790	197520	2018
77550	5097	29.304203	-94.780246	2.3	1	165870	187840	2018
77551	7318	29.260428	-94.845149	2.5	1	181180	194900	2018
77551	5489	29.287107	-94.830878	3.3	1	148730	156430	2018
77551	9060	29.266834	-94.843432	1.1	1	177080	273180	2018
77550	1568	29.288145	-94.795153	1.7	1	81540	87440	2018
77551	6186	29.271309	-94.834226	2.9	1	132590	150570	2018
77550	1830	29.297292	-94.804503	2.4	1	31570	37460	2018
77550	4312	29.306274	-94.775961	3.4	1	105520	121560	2018
77554	6011	29.295077	-94.912829	1.5	1	340670	415810	2018
77554	6273	29.143964	-95.048297	2.8	1	252070	372000	2018
77550	5532	29.291072	-94.807771	1	1	188390	209050	2018
77551	3964	29.282579	-94.818103	2.7	1	56990	73440	2018
77554	7510	29.134978	-95.053147	1.7	1	218890	273140	2018
77551	9235	29.266827	-94.836822	5.2	1	232000	271660	2018
77551	6229	29.277611	-94.84221	2.1	1	165580	174120	2018
77554	2657	29.188356	-94.981245	2.9	1	54570	114650	2018
77554	20909	29.253659	-94.85025	0.2	1	40110	66990	2018
77554	5968	29.148904	-95.045947	3.7	1	68000	278000	2018
77551	9017	29.28238	-94.824851	3	1	122540	154040	2018
77554	4922	29.217813	-94.912306	1.5	1	179820	242930	2018
77550	2701	29.295968	-94.800886	2.9	1	41730	57090	2018
77554	5968	29.143	-95.040993	1.5	1	132370	159460	2018
77550	3877	29.300713	-94.78174	2.6	1	123420	137820	2018
77554	5184	29.135349	-95.061374	0.3	1	298760	361160	2018
77551	5968	29.285193	-94.81573	1.5	1	121300	146050	2018
77551	6011	29.27855	-94.817358	1.5	1	128470	153010	2018
77550	6055	29.287178	-94.800413	4	1	170420	192930	2018
77551	3006	29.285038	-94.815845	1.6	1	58920	71300	2018
77551	2962	29.283364	-94.822694	3.2	1	61130	73510	2018
77554	6229	29.142754	-95.046708	2.5	1	72740	101050	2018
77551	6273	29.276767	-94.834373	2.5	1	72850	93050	2018
77554	17990	29.262239	-94.876044	1.5	1	228100	251500	2018
77550	5097	29.294509	-94.803419	1.5	1	81100	100170	2018
77554	9148	29.1462	-95.04943	2.9	1	303200	525180	2018
77554	9409	29.227347	-94.919566	3.2	1	286030	415990	2018
77550	5097	29.284627	-94.801881	1.2	1	166820	185800	2018
77550	5793	29.322522	-94.771698	1.2	1	113610	138990	2018
77551	3485	29.282861	-94.820729	2.7	1	147300	161740	2018
77550	1742	29.30395	-94.778019	2.5	1	101030	113220	2018
77551	5663	29.286007	-94.830005	3.9	1	74250	82230	2018
77551	4792	29.28188	-94.821131	4.5	1	143990	163790	2018
77554	6229	29.140551	-95.052064	2.7	1	127130	245730	2018
77554	8189	29.282725	-94.864598	3.4	1	168140	198370	2018
77550	5097	29.29334	-94.804263	0.7	1	158330	177400	2018
77554	17642	29.182911	-94.971379	0.1	1	204280	352790	2018
77550	5053	29.286563	-94.801107	2.9	1	79210	98000	2018
77550	3833	29.291869	-94.796993	3.6	1	139190	153490	2018
77551	44388	29.289494	-94.818424	0	1	442300	720000	2018
77550	5097	29.288384	-94.796349	4	1	161300	180370	2018
77550	10237	29.297513	-94.78003	1.3	1	62260	73050	2018
77551	8059	29.273036	-94.823923	1.5	1	327360	352560	2018
77550	871	29.290302	-94.7963	1.5	1	64360	67560	2018
77554	7492	29.281072	-94.87474	1.5	1	132890	148860	2018
77554	5968	29.196402	-94.983092	1.5	1	133150	280000	2018
77550	5576	29.315249	-94.772111	0.1	1	124680	140850	2018
77550	5009	29.289624	-94.798841	1.7	1	197360	216440	2018
77550	3790	29.287662	-94.797014	2.2	1	140760	154900	2018
77551	12502	29.271037	-94.837461	1.8	1	160670	199610	2018
77554	16945	29.297546	-94.917934	2.8	1	165490	360350	2018
77554	5314	29.296792	-94.926673	1.4	1	202790	285000	2018
77551	8625	29.2742	-94.8287	1.6	1	80050	89920	2018
77550	2570	29.286814	-94.794674	1.5	1	182330	190460	2018
77551	5968	29.283019	-94.829075	2.7	1	136040	145940	2018
77551	2962	29.284775	-94.823047	3	1	54530	66910	2018
77554	4487	29.299206	-94.927607	1.6	1	198860	385070	2018
77551	6578	29.268426	-94.84237	2.4	1	71180	91640	2018
77551	5968	29.284771	-94.823063	3.1	1	235600	260360	2018
77551	8015	29.264911	-94.848464	2.6	1	200780	254690	2018
77554	6970	29.296957	-94.92118	1.4	1	228920	316580	2018
77551	4922	29.28772	-94.819165	3	1	98530	118080	2018
77550	3315	29.285223	-94.812038	2.1	1	26650	37100	2018
77550	6098	29.316998	-94.770382	2.2	1	120060	146490	2018
77550	958	29.299963	-94.778797	4	1	15640	18690	2018
77551	5358	29.281216	-94.816444	4.2	1	155420	177700	2018
77551	5968	29.280902	-94.82435	3.9	1	69790	94540	2018
77550	3049	29.295331	-94.803785	1.2	1	65610	77000	2018
77550	1699	29.301699	-94.777647	1.7	1	97780	103170	2018
77551	2962	29.288812	-94.827209	1.5	1	56550	67050	2018
77550	3485	29.284074	-94.803474	1.4	1	90950	104000	2018
77551	1960	29.281062	-94.822604	1	1	92880	101130	2018
77554	9583	29.138221	-95.045179	4.1	1	133650	204210	2018
77550	2309	29.284695	-94.800646	3.6	1	67110	75710	2018
77550	2570	29.280955	-94.810538	1.5	1	62890	77350	2018
77554	7457	29.297632	-94.91596	1.5	1	244140	329900	2018
77551	6360	29.270382	-94.84088	1.5	1	113950	133670	2018
77550	5619	29.285728	-94.79907	1.5	1	157230	178210	2018
77550	5009	29.287184	-94.800917	2.4	1	106070	125150	2018
77554	8189	29.188427	-94.977803	4.3	1	103970	128350	2018
77554	17990	29.26164	-94.875727	1.8	1	61780	85180	2018
77554	9801	29.217248	-94.94561	0.5	1	369000	727100	2018
77551	8015	29.279534	-94.831111	1.5	1	115900	131610	2018
77551	2962	29.280291	-94.827208	1.6	1	36770	47270	2018
77551	5489	29.287186	-94.830577	3.6	1	103950	111650	2018
77550	7710	29.280028	-94.806525	2.1	1	201630	225920	2018
77550	5009	29.288103	-94.804136	1.6	1	142650	161360	2018
77554	4922	29.298036	-94.915551	0.2	1	230930	276760	2018
77554	7144	29.19906	-94.984641	3.7	1	224900	417400	2018
77551	2962	29.281037	-94.816799	1.5	1	52620	65000	2018
77550	2526	29.298837	-94.778167	1.5	1	81930	91460	2018
77554	5489	29.194621	-94.985423	2.7	1	191410	313790	2018
77554	46653	29.174257	-94.997689	1.5	1	291690	355270	2018
77554	5184	29.129079	-95.062796	1.5	1	198260	220000	2018
77550	3833	29.301428	-94.777035	4	1	76990	89120	2018
77554	5358	29.131664	-95.053619	4.4	1	221760	308160	2018
77550	1830	29.29049	-94.795964	0.4	1	153050	159910	2018
77551	6229	29.281894	-94.813489	1.5	1	104230	127280	2018
77551	8233	29.266503	-94.842074	1.5	1	286130	319980	2018
77554	4966	29.293251	-94.860738	1.2	1	57760	75260	2018
77550	7187	29.301648	-94.783427	1.4	1	267120	315720	2018
77550	5097	29.30334	-94.776968	0.4	1	222270	256940	2018
77551	6970	29.261496	-94.847693	2.5	1	57910	76110	2018
77550	3223	29.283248	-94.801479	1.6	1	133700	145730	2018
77554	5097	29.224695	-94.918247	1.3	1	128480	216150	2018
77550	3441	29.296783	-94.808543	2.2	1	37130	47950	2018
77550	5750	29.287305	-94.798325	2.9	1	156420	177800	2018
77551	2962	29.283915	-94.826069	2.3	1	98940	114410	2018
77554	4400	29.203123	-94.943264	3.6	1	149600	167570	2018
77551	5968	29.286208	-94.818683	2.2	1	148280	173030	2018
77554	5489	29.129567	-95.062452	1.5	1	245450	268440	2018
77550	5358	29.303253	-94.783873	1.7	1	147170	170260	2018
77554	5097	29.225591	-94.920386	1.5	1	293320	380990	2018
77551	3964	29.292094	-94.818087	1.4	1	101030	117530	2018
77550	5097	29.301708	-94.779594	3	1	106470	125540	2018
77551	2962	29.291799	-94.817356	2.6	1	140700	153080	2018
77550	5009	29.298129	-94.780869	3	1	76020	94780	2018
77550	5793	29.316278	-94.770374	1.8	1	123910	140660	2018
77550	3398	29.286658	-94.800105	2.7	1	120510	133130	2018
77551	6360	29.269599	-94.840851	2.9	1	141280	161000	2018
77551	5009	29.280972	-94.828207	2.8	1	136760	145080	2018
77551	5358	29.291458	-94.820728	2.3	1	166440	188720	2018
77551	5968	29.282593	-94.823552	3.8	1	182250	203250	2018
77550	1699	29.29906	-94.780486	2.6	1	187050	193410	2018
77550	5097	29.285818	-94.797337	3.1	1	165920	184990	2018
77550	4312	29.293933	-94.805118	1.5	1	146530	162550	2018
77554	3398	29.200328	-94.941962	1.5	1	185800	198600	2018
77550	5097	29.294108	-94.802922	1.5	1	73650	89830	2018
77551	5140	29.286671	-94.818852	1.5	1	148750	169950	2018
77551	5968	29.285094	-94.823327	2.2	1	115240	140000	2018
77551	5924	29.278471	-94.817659	1.5	1	126110	150650	2018
77551	5097	29.283345	-94.815134	3	1	116640	135710	2018
77551	4966	29.288076	-94.819288	2.6	1	112010	131760	2018
77550	6273	29.287382	-94.797935	2.6	1	123350	146550	2018
77554	4008	29.259316	-94.872086	1.1	1	220910	295220	2018
77551	2962	29.281007	-94.817239	4	1	42830	55210	2018
77554	6578	29.25131	-94.870429	1.7	1	168590	200090	2018
77550	1699	29.303376	-94.775735	1.6	1	86270	92630	2018
77550	5140	29.292095	-94.810697	1.5	1	70740	86930	2018
77550	7100	29.297908	-94.790462	4.9	1	234680	274660	2018
77550	1481	29.303948	-94.785896	2	1	174150	180560	2018
77554	6839	29.13436	-95.054213	3	1	223810	273220	2018
77550	2570	29.294845	-94.784062	1.5	1	95670	105330	2018
77554	5576	29.265623	-94.877899	1.8	1	154150	182150	2018
77551	6578	29.264472	-94.84061	4.1	1	148350	168810	2018
77551	9191	29.288755	-94.830709	3.4	1	166160	177250	2018
77551	5968	29.285069	-94.815727	1.5	1	94460	119210	2018
77554	6599	29.189811	-94.979757	1.5	1	190640	258190	2018
77551	7013	29.269944	-94.822815	1	1	162490	186390	2018
77554	7579	29.129678	-95.063934	0.4	1	205250	237020	2018
77554	8886	29.182757	-94.974876	4	1	88540	114940	2018
77551	6708	29.274565	-94.840567	0.4	1	113300	123700	2018
77551	3093	29.278356	-94.827836	3	1	138450	142760	2018
77554	14026	29.242769	-94.878963	1.3	1	44340	55550	2018
77554	8756	29.185376	-94.975337	2.9	1	201160	227110	2018
77554	19994	29.129531	-95.067855	2.5	1	100640	135640	2018
77551	5968	29.284465	-94.816939	1.1	1	102680	127430	2018
77554	6360	29.145837	-95.045957	1.5	1	124360	245660	2018
77554	3136	29.189369	-94.981536	2.4	1	67600	137690	2018
77554	15682	29.195108	-94.987211	1.6	1	347560	634880	2018
77550	5793	29.286297	-94.799385	0.3	1	127310	148920	2018
77554	6142	29.295957	-94.916121	1.3	1	218090	295000	2018
77550	2657	29.307513	-94.77473	1.5	1	77670	87530	2018
77550	5097	29.303306	-94.777097	1.5	1	105570	140240	2018
77554	4966	29.220367	-94.944112	2.7	1	176680	261930	2018
77551	5136	29.286603	-94.819109	3.7	1	86800	108000	2018
77551	5489	29.288935	-94.820448	1.7	1	168020	189750	2018
77554	5968	29.19617	-94.983764	4.5	1	217840	386720	2018
77550	5140	29.307787	-94.779047	1.5	1	179630	198710	2018
77554	8973	29.172817	-94.987643	1.4	1	310070	365420	2018
77551	5968	29.288242	-94.827299	1.9	1	186800	207800	2018
77554	9975	29.292477	-94.863736	0.3	1	76570	103170	2018
77550	8973	29.291041	-94.807943	1.5	1	131300	164600	2018
77550	3398	29.288542	-94.797718	1.9	1	152820	165560	2018
77550	3703	29.293894	-94.787952	1.4	1	124530	138250	2018
77554	6578	29.214337	-94.916987	1.5	1	323170	446590	2018
77550	1568	29.285465	-94.796738	0.8	1	62600	68510	2018
77550	5140	29.285196	-94.801272	1.5	1	152840	172000	2018
77554	6273	29.142215	-95.0493	1.5	1	310600	430530	2018
77551	1742	29.274715	-94.827842	2.3	1	34040	36480	2018
77554	6229	29.141157	-95.044078	3.1	1	90210	118520	2018
77554	6055	29.14465	-95.050104	1.5	1	246910	394900	2018
77554	7362	29.199846	-94.990091	2.7	1	164620	497670	2018
77551	6098	29.282618	-94.827453	2.1	1	56760	65340	2018
77551	6186	29.269534	-94.836714	4.4	1	162410	180390	2018
77550	5097	29.284879	-94.802485	1.5	1	276380	295450	2018
77551	5968	29.279011	-94.826394	2.6	1	106120	130870	2018
77551	5793	29.27794	-94.833683	3	1	57680	76810	2018
77550	5140	29.298394	-94.779856	1.6	1	168290	187450	2018
77551	6273	29.276079	-94.833348	1.5	1	66810	87010	2018
77550	1655	29.291547	-94.807933	1.5	1	44440	50630	2018
77554	17860	29.239777	-94.876551	2	1	106420	111550	2018
77551	5576	29.278963	-94.81375	1.3	1	162640	185740	2018
77550	5097	29.3029	-94.775031	1.5	1	95290	114360	2018
77554	19384	29.122735	-95.067074	1.8	1	273580	535480	2018
77550	5140	29.291523	-94.809686	1.5	1	73450	92530	2018
77550	3136	29.299909	-94.779607	1.8	1	110240	122000	2018
77554	4704	29.14069	-95.050552	1.5	1	184540	274320	2018
77551	8233	29.267599	-94.838484	2.9	1	264820	304010	2018
77554	6186	29.124557	-95.071139	1.6	1	126920	137760	2018
77551	3964	29.274074	-94.837016	3.2	1	90200	100000	2018
77551	5968	29.276755	-94.838852	2.3	1	145150	168550	2018
77550	4835	29.297394	-94.81745	0.1	1	80400	91370	2018
77550	5401	29.314381	-94.772673	4	1	89300	104960	2018
77550	12458	29.315077	-94.769661	1.6	1	48750	93410	2018
77550	2614	29.306748	-94.778957	1.6	1	130230	141480	2018
77550	2570	29.288327	-94.794938	1.5	1	117950	126080	2018
77550	2570	29.304909	-94.775471	3.2	1	31770	41310	2018
77554	9975	29.126644	-95.068225	2.5	1	151370	168870	2018
77551	2875	29.284179	-94.819936	1.5	1	62480	74440	2018
77554	5184	29.135148	-95.06171	2.9	1	240190	302590	2018
77551	6882	29.27801	-94.815774	1.8	1	230620	269550	2018
77554	6882	29.185105	-94.978356	0.5	1	107700	128120	2018
77551	5576	29.287943	-94.831655	1.2	1	79610	87460	2018
77550	5140	29.287848	-94.796828	1.5	1	178160	197240	2018
77551	6273	29.258519	-94.844137	1.8	1	217150	229440	2018
77551	5140	29.288018	-94.817317	1.5	1	68070	93130	2018
77551	8973	29.283564	-94.814708	1.7	1	209780	244430	2018
77554	10001	29.292726	-94.863869	1.2	1	200440	232290	2018
77550	5140	29.291436	-94.804302	2	1	163090	182250	2018
77554	14985	29.168433	-94.995323	0.8	1	242370	354580	2018
77551	7449	29.285235	-94.83942	1.1	1	61400	150510	2018
77554	6970	29.217203	-94.945285	1.5	1	138600	388840	2018
77550	2570	29.297216	-94.814128	2	1	10590	18720	2018
77554	5532	29.192007	-94.98209	3	1	333140	410670	2018
77550	5140	29.286662	-94.801307	2.5	1	163920	183000	2018
77550	7187	29.290141	-94.802553	1.5	1	185660	211500	2018
77554	4487	29.217818	-94.942517	2.5	1	202710	232410	2018
77554	6273	29.143088	-95.049747	2.5	1	269290	389220	2018
77551	7492	29.282137	-94.819731	2.9	1	107670	132870	2018
77551	5968	29.288311	-94.81685	2.8	1	126700	155200	2018
77550	3790	29.282556	-94.803696	1.5	1	115800	130000	2018
77554	6621	29.203537	-94.942341	1.5	1	217950	264500	2018
77550	5097	29.302074	-94.77819	1.5	1	69350	88410	2018
77554	13504	29.239165	-94.906425	2.1	1	18990	31590	2018
77550	5097	29.285911	-94.796469	4	1	168150	187220	2018
77550	871	29.291849	-94.812589	2.9	1	34490	37360	2018
77550	5140	29.293529	-94.809238	1.7	1	110620	129780	2018
77554	5097	29.296667	-94.920673	4.3	1	142150	243670	2018
77551	6273	29.274949	-94.82425	1.5	1	171520	192940	2018
77551	5968	29.282926	-94.823869	1.5	1	40740	61740	2018
77554	5097	29.135194	-95.050997	2.5	1	184750	221580	2018
77550	6011	29.294072	-94.816527	2.8	1	101320	125310	2018
77551	10324	29.273377	-94.82055	2.5	1	296530	338700	2018
77551	5619	29.26989	-94.826282	4.2	1	77660	85560	2018
77550	5489	29.282044	-94.803984	3.4	1	80470	100820	2018
77551	8146	29.268647	-94.838342	2.9	1	221150	260000	2018
77550	5140	29.291307	-94.812008	3.5	1	96670	112860	2018
77550	7449	29.320065	-94.772738	1.3	1	232920	261780	2018
77550	1525	29.30664	-94.776353	1.5	1	111870	117590	2018
77550	7667	29.294981	-94.785634	1.8	1	113920	141260	2018
77554	5968	29.216129	-94.915226	1.4	1	127800	203890	2018
77550	2134	29.293797	-94.801286	1.5	1	59680	66420	2018
77550	2570	29.286735	-94.797101	0.7	1	133740	143300	2018
77551	5924	29.278511	-94.817509	1.5	1	180570	205110	2018
77550	2614	29.302025	-94.776516	1.5	1	88040	96290	2018
77554	9975	29.130479	-95.071247	2.9	1	182710	307710	2018
